urn,pears,la_number,easting,northing
120570,0.183426541,925,505163,372202
120571,0.504729342,925,508746,404952
120572,0.846809534,925,499797,382503
120573,0.82356129,925,541545,364787
120574,0.400832302,925,533404,387230
120576,0.566497117,925,528165,361276
120577,0.77751435,925,510523,388951
120578,0.519514946,925,483238,374418
120579,0.248175869,925,535141,400609
120581,0.58422159,925,503806,373712
120583,0.831636279,925,489651,375509
120585,0.858496822,925,495079,379312
120586,0.918322551,925,521359,358046
120587,0.131192523,925,547059,372038
120588,0.877867234,925,543211,382319
120589,0.357643948,925,512440,369663
120590,0.132836364,925,511824,401057
139187,0.50268026,925,500973,379940
120593,0.890240832,925,533894,343661
120594,0.6378659,925,491368,354233
138753,0.035553196,925,503514,377181
120596,0.098078485,925,535630,324770
120597,0.215986603,925,537240,384434
131490,0.345254377,925,482929,388927
120628,0.567466189,925,535273,350978
120629,0.62245895,925,534285,356962
138282,0.025961319,925,491467,336084
138283,0.278327212,925,492528,336548
138816,0.892185767,925,491959,336414
120601,0.068796686,925,489777,338156
120602,0.870795412,925,492794,330523
120603,0.451025643,925,512081,335104
120603,0.601193157,925,512081,335104
120603,0.218782975,925,512081,335104
120603,0.744347368,925,512081,335104
120604,0.586064138,925,495143,352097
120605,0.227059213,925,489185,343626
120606,0.111827203,925,511254,331908
120607,0.301467062,925,503328,308168
120608,0.566815512,925,492212,336179
139621,0.767240154,925,506163,346097
139626,0.827156391,925,503108,308217
120611,0.1548175,925,526020,318000
120612,0.946203775,925,525268,321947
120613,0.838879599,925,523856,321991
120615,0.598133999,925,533570,344780
120616,0.003491375,925,524133,322831
139627,0.621580316,925,492849,369366
139622,0.490542583,925,498496,373324
120619,0.171936058,925,485349,394923
120620,0.943348959,925,546301,355135
138640,0.11165906,925,481398,390216
120623,0.465357439,925,524279,362489
120625,0.129832109,925,483337,386544
120626,0.423467837,925,500915,375231
120627,0.176569293,925,541203,368411
120630,0.96723634,925,497803,370117
136870,0.175995929,925,498257,373466
136354,0.198048815,925,510002,320056
137572,0.258935961,925,510072,320807
138783,0.987965971,925,539953,366437
139055,0.555673826,925,532960,388144
138638,0.998060106,925,491933,335957
137667,0.473464725,925,506726,345560
137873,0.746811016,925,515249,309930
141166,0.661876412,925,521873,358101
136479,0.027801923,925,500164,324654
139140,0.654659011,925,533643,345317
120642,0.51795848,925,525377,322235
120645,0.774509307,925,543737,323954
136968,0.930555933,925,545721,375713
136958,0.974012405,925,512180,401423
120650,0.422467545,925,526368,368958
120654,0.803070059,925,502939,373257
120655,0.453569424,925,481337,391248
137600,0.129506374,925,502891,307976
138754,0.037768599,925,532637,345166
137793,0.442368901,925,509841,319543
138755,0.353266015,925,521203,335712
136491,0.428506341,925,511471,388708
138756,0.358055497,925,534224,356742
139304,0.460721277,925,524640,322263
138284,0.790248265,925,502368,346135
137565,0.052981438,925,507167,346141
137680,0.886136721,925,501148,307369
120673,0.499529875,925,533837,387551
120674,0.973499994,925,501125,349971
138487,0.585040694,925,519036,363264
138808,0.448362129,925,551197,376410
120677,0.506732199,925,555640,372131
120678,0.001662208,925,523955,323425
137977,0.780422094,925,502186,370665
120681,0.571373312,925,531995,341065
120682,0.587447898,925,540967,350237
120683,0.062167071,925,538377,344695
120684,0.935397502,925,539417,387582
120685,0.486666973,925,543444,351381
120686,0.416633117,925,493230,369597
137813,0.987741862,925,494934,369362
136793,0.973223153,925,533513,344649
120689,0.91381875,925,493206,341489
138639,0.531682319,925,500672,375453
137451,0.331822771,925,497424,372083
120692,0.662146348,925,542755,396161
138324,0.965430082,925,508651,350815
137551,0.381994265,925,497243,372558
120695,0.541545726,925,514068,310496
138757,0.793984728,925,556181,363869
136315,0.367176011,925,544895,375694
137166,0.611011945,925,491431,336254
137213,0.003894957,925,506735,346217
120701,0.729698905,925,532547,387094
136350,0.178164462,925,511527,401298
136537,0.942612958,925,497583,373174
137447,0.799173987,925,498762,372407
138665,0.945839305,925,525508,369720
136871,0.332155773,925,493850,366405
137135,0.079042943,925,494220,366383
136415,0.190103229,925,501305,379338
139168,0.250530717,925,525707,322533
120713,0.692276928,925,533462,387351
136358,0.930348971,925,502566,367994
138839,0.454616602,925,496134,353149
139623,0.122663816,925,496015,369212
136476,0.19543971,925,490079,335314
136282,0.383236308,925,540834,350090
139180,0.218083289,925,532982,343725
136044,0.616230831,925,506527,346018
141253,0.193977335,925,489862,335443
141254,0.269683178,925,492162,336169
120749,0.729721769,925,523639,331809
120749,0.692739803,925,523639,331809
120749,0.181822415,925,523639,331809
120749,0.189115944,925,523639,331809
120750,0.07977825,925,525771,322626
120750,0.262496431,925,525771,322626
120750,0.261975297,925,525771,322626
120750,0.567639361,925,525771,322626
120751,0.437918267,925,533633,344697
120751,0.336286451,925,533633,344697
120751,0.60588305,925,533633,344697
120751,0.987306387,925,533633,344697
120752,0.217366723,925,524936,323347
120752,0.33051646,925,524936,323347
120752,0.713699532,925,524936,323347
120752,0.876933137,925,524936,323347
120753,0.008156159,925,494887,369344
120755,0.956373656,925,497478,373411
120757,0.583400295,925,526461,369878
139625,0.135666611,925,539725,365970
120761,0.165124946,925,534218,387086
120763,0.324714571,925,509841,319543
120765,0.824153903,926,549661,306957
120766,0.840565301,926,562139,319842
120767,0.793700047,926,619731,309272
140753,0.238554451,926,622361,305909
139665,0.246004636,926,586580,282044
120777,0.222334003,926,619130,334311
120779,0.514678522,926,615845,291080
120780,0.244257993,926,604921,295504
136356,0.747952219,926,645413,318448
120781,0.222948519,926,634591,333485
134049,0.243209399,926,624919,283615
120782,0.946598696,926,606465,288009
120783,0.127829627,926,611410,307680
120784,0.075706182,926,615801,308615
120785,0.815541512,926,604167,320804
120787,0.320032136,926,590930,315829
120788,0.134953262,926,633418,309931
136821,0.327139219,926,623065,308018
120789,0.136184661,926,607915,281449
138419,0.155124714,926,586692,282319
120790,0.024592257,926,612496,292751
138793,0.408752649,926,652957,306249
120792,0.926323325,926,583782,342804
120793,0.551778841,926,613888,283229
120794,0.579965903,926,623317,322743
120795,0.790289036,926,652241,312304
120796,0.450174003,926,652241,312304
120797,0.967487599,926,637773,304478
138919,0.971662292,926,587840,284044
120798,0.31328112,926,623025,329472
139400,0.881759215,926,652480,302582
120799,0.204609591,926,611321,330175
140118,0.287662403,926,618703,310314
138642,0.692881871,926,617928,310282
139575,0.241919073,926,587144,283331
120802,0.36449426,926,622239,341130
139580,0.33555564,926,650239,303783
139929,0.532172148,926,619695,309349
140016,0.232222641,926,651271,303372
120803,0.312587253,926,612304,279934
120804,0.525531559,926,598815,312721
140189,0.097953728,926,648395,302859
140363,0.602461624,926,560920,303616
140545,0.271200806,926,634379,291534
140663,0.262031713,926,562312,320292
140680,0.934359938,926,591082,300694
140681,0.510642604,926,577723,288586
120805,0.520866975,926,592136,329815
140819,0.688379175,926,637924,324857
140852,0.859915068,926,568671,334136
120807,0.649087531,926,603142,324800
120808,0.565238753,926,641220,304843
120809,0.597898683,926,624758,317518
141168,0.274610276,926,561129,320078
120810,0.506468845,926,602289,307444
120811,0.945469912,926,587319,314748
120812,0.999960322,926,601760,297389
141226,0.385896439,926,625872,335046
141227,0.30081242,926,571366,310127
141228,0.148240327,926,562506,308798
120814,0.45334373,926,632949,311603
120816,0.144257719,926,649253,317387
141229,0.931216941,926,564686,311369
120817,0.120357781,926,619275,321266
120818,0.83597602,926,602465,302399
120819,0.827527974,926,595289,292886
120821,0.517494027,926,607714,338454
120822,0.74201874,926,634876,316725
120824,0.510163073,926,603527,285854
120825,0.192730886,926,600781,341501
120827,0.910207961,926,616248,306830
120828,0.04125065,926,595812,332471
120831,0.907711179,926,619439,324069
120835,0.304415056,926,630824,336008
120836,0.793843473,926,624486,339302
120837,0.868275827,926,628822,330319
120838,0.243401563,926,627625,329557
120839,0.616051326,926,606512,291833
120840,0.182624653,926,649114,315015
120841,0.274451712,926,627041,302196
120843,0.795335865,926,628542,312687
120844,0.530928171,926,642197,301798
120845,0.13533611,926,609900,322632
120846,0.548672581,926,631348,303995
120847,0.618955695,926,599049,296592
120848,0.882367653,926,610450,280217
120849,0.216192601,926,631831,297991
120850,0.221543408,926,622235,291159
120851,0.192482396,926,615220,342356
120852,0.371700395,926,624430,311664
120853,0.401597204,926,624430,311664
120854,0.173799144,926,637420,325229
120855,0.29235429,926,631281,306472
120856,0.625009183,926,626383,326207
120858,0.996176029,926,626864,308805
120858,0.698002479,926,626864,308805
120858,0.653437557,926,626864,308805
120858,0.43883482,926,626864,308805
120859,0.578611105,926,625939,309566
120860,0.090667223,926,641693,298388
120861,0.14302851,926,616866,286508
120862,0.865845503,926,624740,306732
120863,0.60651292,926,629645,322104
120865,0.618756167,926,592066,343163
120866,0.741855272,926,629458,294532
120867,0.785166613,926,611371,301470
120868,0.231266181,926,609273,297563
141465,0.43839414,926,559147,320282
120870,0.99324898,926,549714,306734
120874,0.05169223,926,567916,337203
120875,0.879826991,926,560162,296834
120876,0.964963271,926,562037,321562
120877,0.606979884,926,562605,320533
120878,0.58464067,926,563695,319654
120880,0.217608408,926,571222,336649
120882,0.198758919,926,562040,294526
120883,0.323734856,926,553718,313915
120884,0.846334033,926,554602,313374
120885,0.267220848,926,549702,301948
120886,0.678137172,926,552142,319996
120886,0.131348032,926,552142,319996
120886,0.022565481,926,552142,319996
120886,0.003364721,926,552142,319996
120887,0.780359705,926,551560,313832
120888,0.32174746,926,561705,310788
120890,0.150643629,926,547992,313186
120891,0.623276087,926,559433,314191
120892,0.999353171,926,559462,310894
120893,0.478350881,926,561936,305116
120894,0.509838697,926,563695,319654
120896,0.148374929,926,624404,315493
120897,0.867038321,926,586636,282300
120899,0.564061457,926,562983,315923
141161,0.011103761,926,571955,309583
120901,0.72281997,926,621187,312778
120901,0.496202799,926,621187,312778
120901,0.111518581,926,621187,312778
120901,0.695776306,926,621187,312778
120903,0.363901287,926,564148,322768
120904,0.082602244,926,625153,311264
120905,0.383185924,926,586216,282760
120906,0.644955902,926,564695,319954
120907,0.862904965,926,584297,332092
120908,0.232974838,926,622419,341191
120909,0.278126069,926,632767,308195
120910,0.370760435,926,623904,301760
120911,0.279642279,926,619259,326332
120912,0.622446863,926,624513,315622
120913,0.243694831,926,625228,311155
120914,0.649546099,926,623934,312718
120916,0.997749939,926,621514,312003
120917,0.823620431,926,649483,315138
120918,0.714319369,926,615168,304618
120919,0.356284453,926,619274,292576
120920,0.842572064,926,630792,318208
120921,0.466666669,926,564534,323759
120922,0.19924737,926,611828,302621
120924,0.06986613,926,616045,314241
120925,0.690056922,926,564643,321891
120926,0.810576015,926,605147,295522
139736,0.390824054,926,620308,313104
120928,0.496732776,926,621596,308193
120932,0.873587827,926,623249,309690
120937,0.539897777,926,620950,307518
120938,0.483458006,926,621162,307507
120940,0.796381808,926,623633,309960
120945,0.560930871,926,623890,309917
120946,0.563737324,926,621619,309433
120948,0.615506933,926,620215,309227
120949,0.878311215,926,622872,310081
120954,0.37688257,926,619512,308711
120957,0.524894711,926,622822,310123
120958,0.543962921,926,619512,308711
120968,0.30253334,926,651937,305024
120969,0.33949976,926,651937,305024
120972,0.305054498,926,652927,307057
120973,0.28086461,926,653016,309944
120974,0.837980241,926,652568,309495
120977,0.03341153,926,652072,306568
139535,0.223103155,926,652506,302579
120981,0.018936374,926,652364,308825
120982,0.313066191,926,650284,304197
120983,0.537370916,926,599108,313597
120984,0.087736593,926,620519,312005
120985,0.697387652,926,620519,312005
120986,0.464363937,926,623385,312894
120987,0.351717106,926,599321,311416
120988,0.62489011,926,619346,326241
120990,0.293208784,926,619392,300632
120991,0.332129273,926,619392,300632
120993,0.898463628,926,587840,284044
120995,0.405713125,926,587526,283971
120996,0.638673262,926,591232,300479
120999,0.546994348,926,625204,311840
121000,0.064449094,926,630824,336008
121001,0.135326211,926,623101,312449
121005,0.667363795,926,592697,329672
121006,0.059117499,926,616943,313880
121009,0.25112788,926,628844,330324
121010,0.919653129,926,651810,306929
121011,0.058414794,926,597655,317458
121013,0.615280518,926,562115,303520
121014,0.116852269,926,643150,295595
121014,0.149509406,926,643150,295595
121014,0.459893308,926,643150,295595
121014,0.346243102,926,643150,295595
121015,0.749201228,926,605381,333030
121016,0.143698484,926,634964,328447
121017,0.555417878,926,627225,320160
121018,0.797250442,926,617426,309635
121019,0.138030607,926,599707,286375
121021,0.953183992,926,562222,319547
121022,0.195922218,926,555211,320567
131278,0.015448711,926,617803,314482
140870,0.478892852,926,567601,308865
133402,0.423940973,926,564121,320978
121024,0.631146539,926,640540,310810
121025,0.78024926,926,627223,286940
121026,0.33931063,926,588759,304346
121027,0.240755622,926,619095,327068
121029,0.170373674,926,594960,302127
121030,0.310752919,926,581497,315142
121031,0.592904521,926,613892,323610
121031,0.311225952,926,613892,323610
121031,0.248330086,926,613892,323610
121031,0.420072724,926,613892,323610
121032,0.657550615,926,611918,279842
121034,0.732182612,926,613630,310661
121034,0.791330363,926,613630,310661
121034,0.584722912,926,613630,310661
121034,0.794614425,926,613630,310661
121035,0.756172036,926,636502,292366
121036,0.355397352,926,619200,331388
121037,0.243223939,926,571649,290887
121038,0.366932223,926,600379,281640
121039,0.383851207,926,638009,330992
121040,0.469192488,926,617483,296584
121041,0.264053398,926,622330,318997
121042,0.145230448,926,615672,304942
137311,0.131635777,926,619317,293024
140712,0.665841099,926,573047,294587
121047,0.10174876,926,580094,293581
121048,0.572921732,926,621153,298511
121049,0.787962763,926,598693,321174
121050,0.945410566,926,623410,312298
121051,0.127794682,926,619814,286089
121052,0.490313155,926,587324,325147
121053,0.387722123,926,630945,314256
121054,0.247998085,926,623180,297060
121055,0.504740326,926,615208,279285
141464,0.041011372,926,570059,299771
121058,0.040587201,926,638281,323934
121059,0.970198259,926,582177,308588
121060,0.73018407,926,614302,295066
121061,0.254214433,926,620438,295900
121062,0.537775292,926,616219,313903
121064,0.189403233,926,585268,321592
121064,0.507426832,926,585268,321592
121064,0.051912225,926,585268,321592
121064,0.627349216,926,585268,321592
121066,0.723625083,926,630271,326396
121069,0.017423245,926,561521,301734
121071,0.832970225,926,572856,319285
121072,0.157182494,926,562127,298299
121078,0.997208161,926,556233,317301
121081,0.47459605,926,644659,313993
121082,0.158394645,926,621917,315802
121083,0.829744144,926,601217,317118
121084,0.486582707,926,582423,327931
121084,0.427580392,926,582423,327931
121084,0.382835016,926,582423,327931
121084,0.821373268,926,582423,327931
121085,0.043233998,926,616944,282254
121086,0.43296399,926,597973,336002
121087,0.039240211,926,580077,322728
121088,0.743401756,926,583083,307051
121090,0.915411591,926,633993,320215
121092,0.278064221,926,578703,325868
121093,0.358981698,926,652453,307973
121094,0.577936442,926,607722,313020
121094,0.66668824,926,607722,313020
121094,0.27202928,926,607722,313020
121094,0.03338561,926,607722,313020
121095,0.975760768,926,615730,298555
121096,0.050436422,926,628529,298975
121097,0.853525973,926,650625,304085
121101,0.598766016,926,589973,302184
121102,0.350002414,926,606690,317736
121104,0.434510546,926,574647,312658
131287,0.699176231,926,617968,313960
121108,0.127913864,926,603227,343577
121109,0.406429909,926,594448,322025
121110,0.012945136,926,611455,292437
121111,0.796753943,926,595205,298086
121112,0.802604587,926,591765,326332
121113,0.738393024,926,619083,306029
121118,0.109957264,926,576206,302128
121119,0.870074761,926,630595,310777
121120,0.378962672,926,606436,299675
140914,0.789537798,926,575355,296895
121125,0.58617148,926,621985,337067
121126,0.596593085,926,590080,331542
121128,0.662322369,926,610907,285591
121130,0.555366022,926,617019,311544
121130,0.583792747,926,617019,311544
121130,0.431049238,926,617019,311544
121130,0.286066488,926,617019,311544
121131,0.540913187,926,577475,343830
141050,0.54635039,926,572645,326667
121134,0.026319342,926,569144,332680
121135,0.514749124,926,569111,319420
121137,0.125084783,926,569668,327760
121138,0.752732463,926,550098,317331
121139,0.173058866,926,564118,320947
121140,0.520779196,926,640631,291918
141314,0.19212973,926,561969,319366
121144,0.84057464,926,652412,304759
121144,0.584511477,926,652412,304759
121144,0.120886412,926,652412,304759
121144,0.356583294,926,652412,304759
121146,0.919553896,926,617587,309642
121147,0.695066009,926,629397,301840
121148,0.018796325,926,609894,318233
121148,0.155310114,926,609894,318233
121148,0.003411458,926,609894,318233
121148,0.375483724,926,609894,318233
121149,0.01942985,926,603831,282594
121150,0.74104554,926,637216,313350
134944,0.666341923,926,619381,309830
134955,0.415832298,926,622571,308059
134956,0.806438885,926,624686,308513
134964,0.082992681,926,621397,308434
135627,0.320133873,926,586086,283460
136536,0.565043497,926,570833,322011
138918,0.409770171,926,582034,307993
139204,0.056626549,926,561854,303412
141268,0.580715691,926,598973,314051
139572,0.873788359,926,591668,330810
138039,0.395886452,926,620319,311945
139311,0.669526475,926,636068,298362
121154,0.882013515,926,628711,329857
140188,0.544828887,926,615682,304958
140364,0.63280502,926,652480,302582
140557,0.874158527,926,555165,320738
141177,0.087722353,926,562975,320417
121157,0.965233688,926,567910,340572
137949,0.890496871,926,591525,300203
121159,0.796656517,926,630712,318719
121160,0.780822737,926,619349,292888
138829,0.477348411,926,609780,322345
121162,0.398668774,926,624956,311177
121163,0.76205807,926,626267,303350
121164,0.319323165,926,619836,327085
140534,0.721868449,926,604917,295591
121168,0.673092952,926,588729,317594
121169,0.108232507,926,606721,291745
121170,0.436716803,926,591677,342915
137461,0.265456011,926,611357,302070
141269,0.356414439,926,621825,306657
136515,0.690850848,926,564245,320925
121180,0.877154275,926,627163,309552
121180,0.455986217,926,627163,309552
121180,0.642919053,926,627163,309552
121180,0.256637259,926,627163,309552
121182,0.400409667,926,599949,313239
137092,0.896885351,926,612113,280334
121188,0.967606243,926,624195,283014
137913,0.13442831,926,623235,307892
121190,0.991875852,926,567697,340224
121191,0.769395891,926,567409,337032
121191,0.420459245,926,567409,337032
121191,0.496000939,926,567409,337032
121191,0.76681695,926,567409,337032
121192,0.369981546,926,635825,298552
121193,0.875680848,926,617118,338442
121195,0.933220961,926,598711,313218
121196,0.758189066,926,611178,302452
121197,0.079763449,926,563953,322474
121199,0.137790802,926,608564,307411
121200,0.631940274,926,649289,319517
121202,0.571694269,926,645612,315923
121203,0.368034212,926,635825,298552
121205,0.460223273,926,607141,302135
121206,0.254860562,926,599204,311338
121207,0.689541022,926,576603,336980
120857,0.089347314,926,592294,296565
136481,0.949839536,926,607409,298509
137431,0.775852618,926,622211,341274
138758,0.694176477,926,639676,310728
137621,0.945181507,926,615019,342440
137541,0.16644734,926,651362,304880
138759,0.748998412,926,645995,318985
121219,0.332832831,926,653023,308987
139058,0.762267404,926,573523,295250
121254,0.988864549,926,625892,339837
121256,0.570931507,926,599166,311528
121257,0.267967383,926,622851,312036
121258,0.694524113,926,615075,342256
121260,0.49090064,926,604244,295285
121261,0.237160719,926,621043,307513
121262,0.018731183,926,621420,308369
139099,0.013949247,926,620517,307107
121264,0.430775455,926,622414,306747
121265,0.477158522,926,651494,313037
130767,0.172036791,926,652131,304363
130768,0.992666486,926,628267,330134
121782,0.365991009,928,487790,279509
121783,0.636612553,928,488444,267389
121784,0.33074054,928,489767,268608
121785,0.627008488,928,474651,258464
121786,0.891729775,928,476771,262680
121787,0.434827637,928,474404,264633
121788,0.604402388,928,477285,263925
131151,0.460758599,928,474264,261799
131232,0.964944909,928,489210,289824
138967,0.745172148,928,475220,261027
133717,0.421935491,928,474696,259401
141077,0.03261982,928,455908,259064
122096,0.022565276,928,476242,264719
121794,0.843073788,928,472836,253565
138760,0.756197957,928,475574,265797
121796,0.347190714,928,490827,259154
121798,0.10359044,928,466265,264078
121799,0.73118624,928,483228,275943
121800,0.445461119,928,467736,257487
121802,0.109342634,928,451507,253022
121803,0.000682226,928,472787,266174
139847,0.312382942,928,449982,249114
121805,0.36289202,928,482647,260464
121808,0.941776932,928,489726,289007
121809,0.982898655,928,487752,289750
121810,0.513965642,928,488133,289967
138073,0.597775721,928,458091,262434
121811,0.450685845,928,479098,242691
121812,0.308153831,928,458944,272529
121813,0.474449778,928,476449,239440
121814,0.286073655,928,484018,257922
140054,0.625801282,928,480495,283320
140051,0.805405524,928,480472,283402
138672,0.421448321,928,486377,288443
121817,0.03006138,928,485348,263774
121818,0.039080731,928,482700,263720
138886,0.704393011,928,487178,267484
138887,0.440368078,928,488558,266261
121819,0.135845017,928,453684,239766
121820,0.325320926,928,470593,271831
121821,0.265864945,928,488186,264880
121822,0.288287812,928,455219,242568
138761,0.043589748,928,490028,293975
121826,0.979424794,928,470197,264504
121827,0.956243653,928,458643,243614
121828,0.753926059,928,495892,268480
121831,0.340376651,928,494476,270728
121832,0.671325886,928,494450,270650
121835,0.523733259,928,486869,277876
121839,0.37949357,928,487070,279602
121840,0.559171362,928,487105,279639
139857,0.544968853,928,450108,236409
121842,0.798747047,928,487148,271734
121843,0.497922396,928,462755,267159
121844,0.722042325,928,462889,267622
121845,0.058211511,928,474915,276984
139866,0.805323958,928,449926,241770
121847,0.922367954,928,506559,296189
140060,0.580810365,928,457912,259640
121849,0.577838017,928,480426,266320
121850,0.02097511,928,475664,268022
121851,0.3666422,928,475921,243090
121852,0.904336683,928,500094,272651
121853,0.960841237,928,498077,271414
121853,0.871142859,928,498077,271414
121853,0.222939164,928,498077,271414
121853,0.907275032,928,498077,271414
121854,0.542688173,928,475995,251639
140073,0.216243981,928,481647,281437
140061,0.056757942,928,481554,281321
121857,0.719038506,928,495643,266747
121861,0.140365573,928,495742,265809
121862,0.975974804,928,494976,266582
140074,0.992148404,928,484282,282984
139325,0.551295049,928,487126,287418
121864,0.16732479,928,480513,272357
121865,0.528042402,928,507876,291058
139424,0.715801803,928,479250,264294
141080,0.592248683,928,462678,259279
121869,0.918972119,928,491887,272122
139552,0.707047697,928,499466,273018
121870,0.571126072,928,489334,268195
121871,0.133662416,928,489218,268312
139585,0.560279134,928,488127,279418
121874,0.727668489,928,490777,262814
138822,0.815177659,928,476285,256595
121877,0.861685079,928,459505,275660
139805,0.992954496,928,489094,289685
138056,0.109280625,928,458315,237250
121882,0.01016673,928,457023,262324
140030,0.64781157,928,500263,272645
121883,0.371388609,928,466863,243800
121887,0.072059498,928,457123,263203
140190,0.829576732,928,457629,262446
121891,0.609627194,928,495664,265563
121892,0.490181238,928,477598,240975
121897,0.971956317,928,456183,262114
140191,0.720403449,928,486856,277160
121899,0.165378217,928,495797,268516
140193,0.187492688,928,489794,268573
121901,0.386524634,928,489611,274646
121902,0.493482435,928,485367,263642
121903,0.679646014,928,486133,286724
121904,0.371907029,928,495018,266018
139030,0.898531291,928,458236,236699
140370,0.535941498,928,476426,257482
121909,0.897430287,928,495018,266018
140059,0.562565235,928,479633,283414
140628,0.34601827,928,476819,261336
140820,0.668076268,928,486510,279587
140829,0.325254439,928,457137,263261
138954,0.793099928,928,478475,262798
140853,0.500994201,928,489147,269243
141230,0.090553522,928,488573,267813
121920,0.59667557,928,476599,260664
121939,0.320743744,928,477025,261055
121943,0.098873628,928,475357,262841
121947,0.727848653,928,458257,238046
136480,0.363954042,928,468816,248055
121949,0.292853903,928,488091,269292
121951,0.300776525,928,489083,276675
121953,0.342913071,928,474904,256956
130963,0.881582484,928,486766,280940
139039,0.738758739,928,476753,256719
131671,0.664408546,928,457365,264322
139757,0.815723818,928,496266,266631
132769,0.745659076,928,485689,277467
137918,0.172984003,928,476400,255156
133600,0.060252338,928,488408,267360
133601,0.491245755,928,492432,265781
121956,0.394096265,928,500614,281825
121957,0.773825483,928,476540,250011
141044,0.48136329,928,454227,269739
121959,0.765651568,928,462544,250249
140056,0.298744029,928,448145,253285
121961,0.393186344,928,458581,237402
141048,0.842062435,928,454188,266435
121964,0.460567161,928,474658,270358
121965,0.712450622,928,484275,290236
121965,0.019001942,928,484275,290236
121965,0.121442229,928,484275,290236
121965,0.339768501,928,484275,290236
121966,0.693849209,928,492591,276973
121967,0.135366828,928,454293,233515
121970,0.879088074,928,464261,259974
121972,0.939724881,928,489590,282953
121974,0.958996799,928,467131,249916
121975,0.325627152,928,487871,260345
121976,0.373565952,928,469489,260797
136542,0.471561935,928,478764,250511
141079,0.201214672,928,456251,271052
121980,0.900359755,928,469871,259532
141461,0.400782134,928,481512,278463
121982,0.865347678,928,473381,255540
140736,0.688698697,928,468879,278011
121984,0.855328526,928,503610,289245
121985,0.288851368,928,467534,253899
121986,0.245351342,928,471896,245567
121987,0.964179631,928,506926,287146
121989,0.759171974,928,498644,275112
121990,0.114397292,928,466771,243787
121991,0.290974106,928,471784,270291
121992,0.399407497,928,474254,249864
121993,0.471853151,928,463051,241511
121994,0.065853623,928,502224,279790
121996,0.149535777,928,492462,289614
121996,0.943703537,928,492462,289614
121996,0.821523604,928,492462,289614
121996,0.029201694,928,492462,289614
121998,0.461410876,928,489731,267760
139461,0.550251727,928,488457,267964
138840,0.33993033,928,458109,266143
122002,0.418765201,928,462858,271878
122003,0.291086174,928,469207,243684
140094,0.971883896,928,481176,288227
122005,0.086370132,928,496667,277017
141073,0.896801129,928,454494,252797
122007,0.977892395,928,476237,244604
122011,0.910603464,928,494542,285373
122012,0.20558269,928,500752,297218
122013,0.521746576,928,471273,281553
122014,0.062168343,928,471438,256705
139463,0.025231568,928,490073,274487
140058,0.731968876,928,449559,243853
140065,0.940437671,928,454358,247005
122020,0.399584512,928,501327,304153
141462,0.668625033,928,495912,275207
122022,0.423123679,928,467340,273098
122023,0.023069799,928,488618,274076
139460,0.363368705,928,487496,278965
122025,0.894481642,928,480565,259395
122026,0.454003516,928,483688,266864
122027,0.774283313,928,452813,236160
122028,0.369385229,928,485845,274648
141068,0.860197219,928,454101,261425
122030,0.692752039,928,481674,267005
122031,0.776039754,928,469910,251474
140102,0.814777784,928,459908,246738
122033,0.91434113,928,486664,266176
122034,0.394620625,928,492041,272024
122036,0.053112735,928,473554,262119
122036,0.586533172,928,473554,262119
122036,0.869979729,928,473554,262119
122036,0.244618907,928,473554,262119
122039,0.659119482,928,475337,263072
122039,0.820504536,928,475337,263072
122039,0.930099164,928,475337,263072
122039,0.113434249,928,475337,263072
122040,0.522310115,928,449659,250846
122045,0.962281276,928,487688,287528
122047,0.247705895,928,487991,277425
122048,0.426860397,928,466022,258526
122049,0.02644744,928,487958,267089
122050,0.355057316,928,485954,278357
134877,0.292336894,928,488583,289413
135063,0.128583525,928,480318,255181
135506,0.773610406,928,469520,248304
135506,0.573142137,928,469520,248304
135506,0.776934697,928,469520,248304
135506,0.747732952,928,469520,248304
138235,0.477076991,928,457137,263261
136488,0.033480721,928,469005,248717
139013,0.170102403,928,495228,267577
139060,0.410962949,928,486897,290101
139819,0.91237767,928,487848,267885
139957,0.216469774,928,486122,287438
139961,0.248383814,928,489507,267307
137049,0.849958418,928,481007,281310
138030,0.260546269,928,494055,271020
137614,0.612224049,928,478047,266166
122059,0.596666645,928,491382,262915
139100,0.05145445,928,476763,239602
136489,0.756044762,928,466912,273546
137087,0.548335664,928,468443,257726
122066,0.650639783,928,489058,276728
137878,0.93371004,928,450238,242350
139988,0.048207709,928,496405,268215
139158,0.121764341,928,458394,237150
137086,0.948489089,928,486711,277163
122100,0.617975922,928,477763,264160
122100,0.707003928,928,477763,264160
122100,0.888741307,928,477763,264160
122100,0.101420293,928,477763,264160
122102,0.8769267,928,478211,266384
122107,0.877837025,928,475181,255718
122108,0.923007292,928,488688,277945
122109,0.691747237,928,488677,278014
138153,0.465734001,928,487159,289583
122111,0.342593887,928,499796,278398
122112,0.548201042,928,491331,287013
121997,0.886579038,928,464105,280450
136976,0.905980673,928,487370,277263
136299,0.310061812,928,477426,260718
137613,0.68093439,928,500178,272655
137912,0.02486787,928,489111,268678
122157,0.67234289,928,488068,277427
122158,0.563610304,928,485506,278496
122160,0.274827162,928,476013,262333
137354,0.916243099,928,475064,262584
140436,0.022754869,928,479630,263231
137875,0.348195342,928,488689,278122
122167,0.787522642,928,478151,265163
140277,0.160148093,928,489118,267422
131079,0.481710338,928,489796,268668
